,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41
feature_11,0.18511178502068423,-0.14174279252742905,-0.015256721829484541,0.42484065111673425,0.8704481880141167,-0.019527312865460684,0.3325701765156571,0.1084498406185387,-0.015911473579234944,0.09561206745006468,1.0,-0.0712436576032415,0.259960041322222,-0.11559236906343867,0.2901657652573745,0.0908628596865382,0.016969026967121468,0.0005922268961815622,0.027012851868249067,0.24326587466093313,-0.026084796267074467,0.06840592993315502,0.47789818038414694,-0.07399045046199339,0.09944172437334843,0.3761063470479891,0.26825690763927584,0.0026594366235086243,-0.05557990272303355,0.26816515787277595,0.06334083645303017,-0.04373833075539485,0.3191843526917109,0.8038099948649702,0.20550546436020714,0.025228928056025224,-0.016497925600288333,0.8370886852801204,0.13148185913597854,-0.044697925253094545,-0.037347731908674
feature_12,-0.11067849955847404,-0.1896582782259597,0.0552349034592995,-0.0525271637833728,-0.09256613215007942,-0.16869124324448492,-0.0986986681074729,0.0244050830070985,0.0423764692106488,-0.5030153757665327,-0.0712436576032415,1.0,-0.17094988888979173,-0.11480202291727228,-0.1593032025789573,-0.37086898944497376,-0.3448531563044056,-0.15219280272472605,0.004845635321337685,0.020990813355553216,-0.07182228043812663,0.263184471561987,0.012374141440506654,0.02389147799283213,0.012066802391180728,0.024405358756102998,-0.0923997658887827,0.0036517110521971214,0.03226678553151263,-0.4771388981769129,-0.14126989106225113,0.07835336852821523,-0.026566267919316357,-0.04937474099579912,-0.21805799389221542,0.029801025129547288,-0.41026047154296463,-0.04738826923287883,-0.058362736921203986,-0.23913493645665168,-0.15073000589913446
feature_13,0.6419170796246508,0.04652963471044937,0.4830114805394433,0.0877478687235202,0.28229993011970317,0.26664158580959685,0.5195394323244679,0.35167280280946367,0.18191361032429418,0.3296080706050069,0.259960041322222,-0.17094988888979173,1.0,0.203207795367483,0.8048053698587236,0.4542162907114927,0.17390326459730432,-0.25661839294022554,-0.08819965725805318,0.07552890064613701,0.12730161533370413,0.42096258227667693,0.1975536667452806,0.3245697161379335,0.20062667355208635,0.09226937971872586,0.672299487455509,0.02371646714458208,0.3014997920724829,0.3201003036814238,0.4466585066925752,0.0921137525150841,0.4519411420785326,0.2052190471041219,-0.05055784843892653,0.5653824373547176,-0.10503615964784997,0.1078259386597983,0.8209772723984978,0.1219003266644115,0.38547210480134325
feature_14,-0.1119591060146774,0.3098384950123957,-0.09324486674098492,-0.06869079946652736,-0.10147967284144883,-0.002935999675610828,-0.3120180175573337,-0.38363703562672413,0.2625153794145847,0.3297199731507817,-0.11559236906343867,-0.11480202291727228,0.203207795367483,1.0,0.058583807175809306,0.21776477635623293,-0.1445216430470127,0.26522957386072055,-0.02718964242087525,-0.03943138792499696,-0.02775110116799821,-0.3071542811968393,-0.19109540044625017,-0.057848231527252256,-0.1224613277923099,-0.13639781368032217,-0.17708095207396213,0.014288073749464666,-0.06063142194096329,0.17705425782269965,0.7493716319233934,-0.11691260075795835,-0.21719323073105926,-0.14185214706994706,-0.009895813930164804,-0.0624264431720007,-0.08144629767394296,-0.09419492713263022,-0.006714839877531336,0.05968250857265449,-0.05718968687133557
feature_15,0.9112481933681229,0.11879204657174627,0.2182985789685373,0.07751562498081277,0.29951261408048385,0.4019962063288067,0.5112887130843545,0.42976791542572934,0.2555962432238309,0.36787420349913447,0.2901657652573745,-0.1593032025789573,0.8048053698587236,0.058583807175809306,1.0,0.5061313033358014,0.15596316319821252,-0.15916426501182737,-0.12487032756470633,0.1095641511959518,0.16500831295745033,0.23028000659993209,0.2212508097852885,-0.030714949363202935,0.11397796365562222,0.10647160000163744,0.9227061359043844,0.015011524075094962,0.05046312035835859,0.35405546873697114,0.2712762650602388,0.19553866533381412,0.36769486746004737,0.24878373123028227,0.038300830315187495,0.2519781348753415,-0.046084041956226104,0.14015905552023541,0.5143147906994585,0.11869714396087215,0.2805042484366514
feature_16,0.41651561810345306,0.11838081134088314,-0.04584755824027451,0.008161359875216238,0.09078348817445378,0.13591765060852176,0.2828719296181023,0.06126151355481869,0.3236621812488694,0.8411015185287416,0.0908628596865382,-0.37086898944497376,0.4542162907114927,0.21776477635623293,0.5061313033358014,1.0,0.09323506531718424,-0.06342540957053577,-0.05572435886885687,0.20000426045171468,-0.07367816745902335,-0.12990466573486914,0.038816846138498166,-0.05368757298600742,-0.09147045713111136,-0.05941714037574737,0.3965814948188348,-0.0011779864009798468,-0.036471938637401495,0.6932010310305824,0.27590676534599656,0.02926418334184745,0.18191188427837673,0.02131092483841664,0.09050790914953413,0.05527891873034349,0.1382287930608033,-0.0036215210638107253,0.22381981018052702,0.29455865298638517,-0.09709862668602003
feature_17,0.27728639962534124,0.4919111108464144,0.36985771225644515,0.02673148509777344,0.0065820563225674296,0.38999887608832257,0.06384391329924669,-0.08918144938747445,-0.22355025650047844,0.21727777405090093,0.016969026967121468,-0.3448531563044056,0.17390326459730432,-0.1445216430470127,0.15596316319821252,0.09323506531718424,1.0,0.3578236889307487,0.013765764194478248,0.23670052478653653,0.5303506936804678,-0.1679445564300955,-0.020703266362335562,0.0779968240576272,0.2290888084444109,-0.056898672099987196,0.1748522681646569,0.010756087938066285,0.024470647453127856,0.26320219387244576,-0.19201647059174223,0.002574299974125578,0.21193620276489564,0.0006714580999335713,0.06509755875655442,0.14400774392121085,0.8544278062553046,0.04483675852360809,0.22679051389607918,0.04206513387338064,0.6716079092786624
feature_18,-0.11692092475492294,0.4433575225083,-0.3200229431564703,0.07083246318968725,-0.03595889941706206,0.4902861384246035,-0.4526797792166264,-0.6819993100858065,0.17381769574751949,0.08562490938985047,0.0005922268961815622,-0.15219280272472605,-0.25661839294022554,0.26522957386072055,-0.15916426501182737,-0.06342540957053577,0.3578236889307487,1.0,0.11484674461608799,0.027028913299902018,0.4524750015620927,-0.7874548752460154,-0.17835301890393873,-0.17155154567074785,-0.25036509652991584,-0.057663585366518645,-0.25876753602952374,-0.012443794509945953,-0.22328624414568338,0.006215033453911302,0.11844114313715398,-0.02909354123694903,-0.3574230960361201,0.015638373053109125,0.21686262702721715,-0.2623963258956652,0.48374385246897583,0.15344791862476362,-0.32582686539035843,-0.0776610945049491,0.3340685092741106
feature_19,-0.11438904774986061,-0.03352103231546589,-0.0026705003312355695,0.3864461529565271,0.03258232558224357,-0.022569066314795057,-0.02876034239219136,-0.13533433019508076,-0.05891032554185755,-0.053658248901147676,0.027012851868249067,0.004845635321337685,-0.08819965725805318,-0.02718964242087525,-0.12487032756470633,-0.05572435886885687,0.013765764194478248,0.11484674461608799,1.0,-0.019590876474563187,-0.011338538276325414,-0.08951096993732081,-0.01672355718862918,-0.01712093803392086,0.017738024574990144,-0.01318642104477611,-0.12694245558473066,-0.021350253867875896,-0.013883297639782822,-0.012888451671666985,-0.02141042651124534,-0.01689830236085961,0.00016322367361096165,0.05532659474562774,0.18236785159903562,-0.047545334500712993,0.05489674496232124,0.1437273710027285,-0.07169899966176443,-0.01349879826464881,-0.006160919969908379
feature_20,0.11497825731417693,0.12663215005401682,-0.042388923001098644,0.019420709841270888,0.21314196040761785,-0.040388768688949486,0.1817773532452639,0.04143601185845377,-0.07692089842114828,0.23770904721061106,0.24326587466093313,0.020990813355553216,0.07552890064613701,-0.03943138792499696,0.1095641511959518,0.20000426045171468,0.23670052478653653,0.027028913299902018,-0.019590876474563187,1.0,0.009617978631157759,-0.024336002627547648,-0.0036618589426462224,-0.04758326379135032,0.0718053215250463,0.008286441197951602,0.1356044170572579,0.001364125642412438,-0.038585071248945474,0.4603499562975352,-0.069482542315067,-0.046964504939490156,0.2731551286942584,0.2896378963735787,-0.044566896133614885,0.016820918715359037,0.2534542750743404,0.2614139753609584,0.0671581801696942,-0.028146247299639143,-0.024260479678579347
feature_21,0.2354124495343761,0.3219011727255326,0.146469453987381,-0.02254433200745234,-0.012072540577742973,0.4963276045445862,-0.05126516359306297,-0.08643311013814402,0.04939282787851239,-0.0781111366553787,-0.026084796267074467,-0.07182228043812663,0.12730161533370413,-0.02775110116799821,0.16500831295745033,-0.07367816745902335,0.5303506936804678,0.4524750015620927,-0.011338538276325414,0.009617978631157759,1.0,-0.15733399995049413,-0.02852256015264676,0.016963709073264808,0.01760690257892488,-0.021210788572809624,0.12490245107416507,-0.009192413226490748,-0.02233173731757028,-0.04906279084753743,-0.01341377175279676,0.000983914358025168,-0.04142250015399512,-0.028021341903209294,-0.06858432964986427,0.051205725714244234,0.38877837332749127,-0.04926162680368248,0.09608355636833436,-0.021713257525013067,0.5645969051920953
feature_22,0.22972499081641704,-0.25305037350569487,0.508546658364492,-0.008758142840422136,0.08468873879898486,-0.21794745660928005,0.43411118533362614,0.62181526333278,-0.12786517545230566,-0.36499934984096194,0.06840592993315502,0.263184471561987,0.42096258227667693,-0.3071542811968393,0.23028000659993209,-0.12990466573486914,-0.1679445564300955,-0.7874548752460154,-0.08951096993732081,-0.024336002627547648,-0.15733399995049413,1.0,0.1745552347666355,0.33566425519014986,0.3150024547135202,0.10890563123459761,0.31020880452641325,0.048135057643663354,0.3003128453743135,-0.16204485596271964,-0.1690247997155917,0.03646755010902748,0.37037999466373794,0.04424287303483956,-0.29832744436497916,0.5278906596335255,-0.43262981421708924,-0.035028716226746005,0.5905160300152371,-0.015877703957505557,0.0307039461762069
feature_23,0.16678706598767828,-0.2127994451433106,0.07740303801778098,0.0413403639359922,0.5275710619148314,0.02363320284215457,0.2684376964011565,0.26147545642113235,-0.05781160230714678,-0.02059294564232688,0.47789818038414694,0.012374141440506654,0.1975536667452806,-0.19109540044625017,0.2212508097852885,0.038816846138498166,-0.020703266362335562,-0.17835301890393873,-0.01672355718862918,-0.0036618589426462224,-0.02852256015264676,0.1745552347666355,1.0,-0.009771291889858829,0.10487859904136417,0.36380718667638523,0.2616025129076194,0.0017631229904234214,0.012280327663744353,0.02621057366969436,-0.05219505327872225,0.1423024924913725,0.09037028316310695,0.27724850902672754,-0.03283906255624635,0.09557896302785117,-0.09221806576977269,0.24069722982737302,0.1411868469847405,0.032208131279639965,0.017338206256459203
feature_24,-0.010130042924376234,-0.005276556488369028,0.3240073499896552,-0.03404143478720243,-0.0650565616069587,-0.014033729940878042,0.08870121293342052,0.03556626349792023,-0.03433081826086508,-0.09742785452616837,-0.07399045046199339,0.02389147799283213,0.3245697161379335,-0.057848231527252256,-0.030714949363202935,-0.05368757298600742,0.0779968240576272,-0.17155154567074785,-0.01712093803392086,-0.04758326379135032,0.016963709073264808,0.33566425519014986,-0.009771291889858829,1.0,-0.043673264468459434,-0.03202781416401045,-0.02717850098897958,0.026453933778455896,0.8108958523345228,-0.09417694054620485,-0.05865749936951854,-0.03319577885958866,0.15573027097537567,-0.08898568719365378,-0.06678407383808854,0.6105817216632835,-0.05147435222752947,-0.10195200141348275,0.6088640888241008,-0.03278653099196414,0.2167286568324532
feature_25,0.1342884359678348,-0.0017777802745699229,0.5411947643587047,0.1085311127104699,0.10298857361675434,-0.019131779133423423,0.2821120321753197,0.25002308636271964,-0.14286112443769355,-0.12533697275638223,0.09944172437334843,0.012066802391180728,0.20062667355208635,-0.1224613277923099,0.11397796365562222,-0.09147045713111136,0.2290888084444109,-0.25036509652991584,0.017738024574990144,0.0718053215250463,0.01760690257892488,0.3150024547135202,0.10487859904136417,-0.043673264468459434,1.0,-0.01157696227765615,0.16058906462281078,-0.0018557235359000974,-0.03541446901538251,-0.043294427769486665,-0.11098066459969812,0.05938000522356485,0.43490330608269223,0.08231371859847353,-0.08429948038758221,0.12245482691083392,0.058190369991800266,0.040141730806394264,0.2051200400699647,-0.033233628079142055,0.330501054559309
feature_26,0.05471514498317917,-0.1426256492349659,-0.05080885300874501,0.3081066732278373,0.3823763788763188,-0.0066840191210104025,0.18289855734124952,0.13843487484469272,-0.022980142883377578,-0.09768997273746743,0.3761063470479891,0.024405358756102998,0.09226937971872586,-0.13639781368032217,0.10647160000163744,-0.05941714037574737,-0.056898672099987196,-0.057663585366518645,-0.01318642104477611,0.008286441197951602,-0.021210788572809624,0.10890563123459761,0.36380718667638523,-0.03202781416401045,-0.01157696227765615,1.0,0.13268716523335375,0.0032798246615012763,-0.025971221664937007,-0.05939654000803929,0.013554864757103817,-0.023918730734039304,0.11815446363894797,0.3761437652599461,0.04745978231102548,0.018321564199232056,-0.10364888500729628,0.2543241966243724,0.05003280403498751,-0.010344512099358594,-0.04204376953374479
feature_27,0.9185787822215288,0.025176531454911628,0.21510672669517905,0.0512692283624451,0.27146576989565296,0.3311994121383266,0.5191697992812011,0.5697969347900769,0.09117206605069271,0.23327838791826735,0.26825690763927584,-0.0923997658887827,0.672299487455509,-0.17708095207396213,0.9227061359043844,0.3965814948188348,0.1748522681646569,-0.25876753602952374,-0.12694245558473066,0.1356044170572579,0.12490245107416507,0.31020880452641325,0.2616025129076194,-0.02717850098897958,0.16058906462281078,0.13268716523335375,1.0,0.0023969729590844714,0.06158641741551471,0.27183448202911686,-0.011932399812748466,0.2872831421899606,0.3710517794541419,0.2253474427984004,0.007370006553920937,0.25897049900199615,-0.049121972819067924,0.12584684548153033,0.47104603096724484,0.12464440012136797,0.26683584663048354
feature_28,0.010724874169929488,-0.0006026910981888874,0.004339275009306039,-0.003803605842155335,0.0012237522450689177,0.0036207238670670273,0.006330168047966013,0.017316103824800533,0.001601864451735223,-0.007225969762410134,0.0026594366235086243,0.0036517110521971214,0.02371646714458208,0.014288073749464666,0.015011524075094962,-0.0011779864009798468,0.010756087938066285,-0.012443794509945953,-0.021350253867875896,0.001364125642412438,-0.009192413226490748,0.048135057643663354,0.0017631229904234214,0.026453933778455896,-0.0018557235359000974,0.0032798246615012763,0.0023969729590844714,1.0,-0.0010745293231629878,0.005178075292435289,0.0031110319348408634,0.0033550554035669065,0.005303482853709686,0.008910423891602369,-0.027559415064021726,0.036587523264439176,-0.014285534385736626,-0.0015716673343621752,0.03535573729902462,0.0011775264995856102,0.007223701336937203
feature_29,0.03698399031944841,-0.0412487902386765,0.2965740800131423,-0.027604058276458565,-0.04432190487101794,-0.02791531862109024,0.16924124649163697,0.1447209266791471,-0.06792403359899493,-0.0845618387355223,-0.05557990272303355,0.03226678553151263,0.3014997920724829,-0.06063142194096329,0.05046312035835859,-0.036471938637401495,0.024470647453127856,-0.22328624414568338,-0.013883297639782822,-0.038585071248945474,-0.02233173731757028,0.3003128453743135,0.012280327663744353,0.8108958523345228,-0.03541446901538251,-0.025971221664937007,0.06158641741551471,-0.0010745293231629878,1.0,-0.08461176105992549,-0.03120712262785843,-0.023736513549484643,0.2375740621064457,-0.0721581246624712,-0.05573254768306087,0.4947619588900006,-0.09100135064739508,-0.088086512774366,0.5032746708644029,-0.026586461993821007,0.1924773035992852
feature_30,0.2629181620436208,0.11022210387404639,-0.07402713354795314,0.12055428834088615,0.28444533381373,-0.021739439394700508,0.20455158666669773,0.027878915356887784,0.009932132882207312,0.7519756297194876,0.26816515787277595,-0.4771388981769129,0.3201003036814238,0.17705425782269965,0.35405546873697114,0.6932010310305824,0.26320219387244576,0.006215033453911302,-0.012888451671666985,0.4603499562975352,-0.04906279084753743,-0.16204485596271964,0.02621057366969436,-0.09417694054620485,-0.043294427769486665,-0.05939654000803929,0.27183448202911686,0.005178075292435289,-0.08461176105992549,1.0,0.2306963184922565,0.025166736396636132,0.18552211733341825,0.27911778472092985,0.08351470209963446,0.01750434659352121,0.3623138515903116,0.24724866787009678,0.16396905997953048,0.23297173077359412,-0.08894101843518076
feature_31,-0.033624052720314816,-0.0434721441088118,-0.05814795142774741,0.07284995942448548,0.09080991440457309,0.04859534216521059,-0.015201638321767836,-0.1337795704442387,0.20735441319057105,0.3510058156752939,0.06334083645303017,-0.14126989106225113,0.4466585066925752,0.7493716319233934,0.2712762650602388,0.27590676534599656,-0.19201647059174223,0.11844114313715398,-0.02141042651124534,-0.069482542315067,-0.01341377175279676,-0.1690247997155917,-0.05219505327872225,-0.05865749936951854,-0.11098066459969812,0.013554864757103817,-0.011932399812748466,0.0031110319348408634,-0.03120712262785843,0.2306963184922565,1.0,-0.07573333664421592,-0.01156883161835036,0.07550778082977778,0.01139942418833495,-0.06865452082283345,-0.21494076615353333,0.023087521416107357,0.10168761242309646,0.07922894763451623,-0.019084385966261264
feature_32,0.2226866142076264,-0.1988203222162225,0.18022575072735186,-0.033598769920896415,-0.033404742198153155,0.21117507748367026,-0.12172816915465483,0.04451816921047309,-0.005913622449248311,-0.02481328177676712,-0.04373833075539485,0.07835336852821523,0.0921137525150841,-0.11691260075795835,0.19553866533381412,0.02926418334184745,0.002574299974125578,-0.02909354123694903,-0.01689830236085961,-0.046964504939490156,0.000983914358025168,0.03646755010902748,0.1423024924913725,-0.03319577885958866,0.05938000522356485,-0.023918730734039304,0.2872831421899606,0.0033550554035669065,-0.023736513549484643,0.025166736396636132,-0.07573333664421592,1.0,-0.10206915077507084,-0.04152176389875324,-0.05081766334050565,-0.012734534883878568,-0.06538462141489038,-0.07064509751383977,0.024650683660345837,-0.02273538551073402,0.1372873957629717
feature_33,0.31376510792847123,-0.11321079737576431,0.44363812149676696,0.21248790686960833,0.3286807420802037,-0.029415663024625543,0.8001093446960632,0.40944640088291145,-0.07653790806611344,0.10685219007909322,0.3191843526917109,-0.026566267919316357,0.4519411420785326,-0.21719323073105926,0.36769486746004737,0.18191188427837673,0.21193620276489564,-0.3574230960361201,0.00016322367361096165,0.2731551286942584,-0.04142250015399512,0.37037999466373794,0.09037028316310695,0.15573027097537567,0.43490330608269223,0.11815446363894797,0.3710517794541419,0.005303482853709686,0.2375740621064457,0.18552211733341825,-0.01156883161835036,-0.10206915077507084,1.0,0.37447906153787147,0.15361904867698373,0.25337513949587015,0.04719364328013506,0.23635778821448541,0.406489415265981,-0.031004236148710326,0.25253917093311373
feature_34,0.13919893502969402,-0.1815276677811547,-0.03558928718906079,0.5013288639741768,0.7892381061985997,-0.03680693874057728,0.32993968071779395,0.09504579001820956,-0.031659299684673056,0.06040783386884727,0.8038099948649702,-0.04937474099579912,0.2052190471041219,-0.14185214706994706,0.24878373123028227,0.02131092483841664,0.0006714580999335713,0.015638373053109125,0.05532659474562774,0.2896378963735787,-0.028021341903209294,0.04424287303483956,0.27724850902672754,-0.08898568719365378,0.08231371859847353,0.3761437652599461,0.2253474427984004,0.008910423891602369,-0.0721581246624712,0.27911778472092985,0.07550778082977778,-0.04152176389875324,0.37447906153787147,1.0,0.26613021750539295,-0.019267768541307084,-0.021152068723987498,0.8025768983903203,0.07901832205490956,-0.05109047134274896,-0.049876159597378025
feature_35,0.03470803300630455,0.0023688508147747672,-0.13210039620756106,0.13665842431726338,0.21314843790544766,0.02079560486379423,0.11775168401669113,-0.23320040891036134,0.011402616508024056,0.19259782061250938,0.20550546436020714,-0.21805799389221542,-0.05055784843892653,-0.009895813930164804,0.038300830315187495,0.09050790914953413,0.06509755875655442,0.21686262702721715,0.18236785159903562,-0.044566896133614885,-0.06858432964986427,-0.29832744436497916,-0.03283906255624635,-0.06678407383808854,-0.08429948038758221,0.04745978231102548,0.007370006553920937,-0.027559415064021726,-0.05573254768306087,0.08351470209963446,0.01139942418833495,-0.05081766334050565,0.15361904867698373,0.26613021750539295,1.0,-0.10312937840369633,0.23820797120032683,0.4145956500896281,-0.09939732896881467,-0.08981021978628925,-0.10118462874862678
